Timestep,,BLTI,BRTI,C7,CHIN,CLAV,FBBT,FLTI,FRBT,FRTI,LAKI,LANK,LBAC,LBHD,LBWT,LELB,LELS,LELSO,LFBB,LFFB,LFFT,LFHD,LFIN,LFLB,LFLT,LFMT,LFPI,LFRM,LFWT,LHAP,LHEB,LHEE,LHFR,LHPI,LHTH,LHTO,LKNE,LKNI,LMT5,LSHN,LSHO,LTIA,LTIB,LTIC,LTOE,LTOP,LTOS,LUMB,LUMC,LWRA,LWRB,NOSE,RAKI,RANK,RBWT,RFBT,RFFB,RFFT,RFHD,RFIN,RFLB,RFLT,RFMB,RFMT,RFPI,RFRM,RFWT,RHBA,RHEB,RHEE,RHFR,RHME,RHPI,RHTH,RHTO,RIBL,RIBR,RITL,RITR,RKNE,RKNI,RMT5,RSHN,RSHO,RTIA,RTIB,RTIC,RTOE,RTOP,RTOS,RWRA,RWRB,THD,LHME,RHAP
26,0,0.0215655,0.069474,0.0577056,0.082482,0.0740021,0.0257953,0,0.0660803,0,0,0.0418575,0.0592562,0.0902404,0.100941,0.0526304,0.0542832,0.0722326,0,0.0351252,0.0244365,0.104613,0,0.129482,0.0391087,0.0305829,0.0971034,0,0,0.0548465,0.0441594,0,0,0.177555,0,0.0456463,0.0370919,0.0558198,0.0243048,0.0352408,0.0121326,0.0435339,0.0293913,0,0,0.0915701,0.0496895,0.0527857,0.049371,0,0.15397,0.0970239,0.0345464,0,0.07587,0,0.0727991,0.0478937,0.110434,0.11007,0,0.0382085,0.0563911,0.0296311,0.0921975,0.144506,0.0332357,0.126946,0,0,0.153559,0.452967,0,0,0.133199,0.0624156,0.0222293,0,0.0903837,0.129856,0.0737232,0.0882781,0.0654971,0.0818357,0,0.0560681,0.0665672,0.209473,0.0832968,0.136806,0,0.12395,0.11356,0,0.0578852
27,0,0.0253156,0.0763237,0.0364857,0.0747728,0.0614556,0.0206674,0,0.0711681,0,0,0.0324466,0.037996,0.0673966,0.0945214,0.0537002,0.0434067,0.0598069,0,0.0180043,0.0119772,0.0852584,0,0.090824,0.0220105,0.0177591,0.068054,0,0,0.0267582,0.0447091,0,0,0,0,0.0182007,0.0579586,0.0430871,0.0482712,0.0146172,0.032639,0.0210559,0.00964645,0,0,0.0635222,0.0862659,0.0357921,0.0372752,0.134834,0,0.0869967,0.0451803,0,0.0696819,0,0.0612286,0.0474739,0.0954779,0.102218,0,0.0361509,0.0466847,0.0229616,0.08989,0.11221,0.0163525,0.115021,0,0,0.135903,0,0,0,0.123087,0.0380917,0.015471,0,0.077039,0.122365,0.077549,0.0944374,0.0655195,0.0617774,0,0.0570328,0.074062,0.222002,0.0841258,0.147429,0.241652,0.0916234,0.0923028,0,0.0480084
28,0,0.0436589,0.082595,0.019385,0.0692102,0.0518245,0.0374783,0,0.0762661,0,0,0.0449516,0.0248859,0.0494003,0.0936411,0.0691761,0.0525963,0.0693152,0,0.00951595,0.011107,0.0692467,0,0.0625806,0.00783853,0.01672,0.0549461,0,0,0.0142372,0.0605416,0,0,0.14566,0.123182,0.0300291,0.0753316,0.0361275,0.0704077,0.0225496,0.054709,0.0134648,0.0257781,0,0,0.0537573,0.107255,0.0264556,0.034676,0.123318,0.128092,0.0786566,0.0577805,0,0.0698378,0,0.0518167,0.0484983,0.0868471,0.118927,0,0.0366327,0.0433781,0.0210369,0.0860663,0.0819438,0.007219,0.0991789,0,0,0.117641,0,0.271852,0,0.109526,0.0173854,0.0189992,0,0.0640266,0.112502,0.0822619,0.101083,0.0657625,0.0462958,0,0.0592133,0.0817531,0.234665,0.0838014,0.158815,0.21796,0.0736697,0.0735398,0.167864,0.041832
29,0,0.0543497,0.0839556,0.0143744,0.0670123,0.0463677,0.0473808,0,0.0758841,0,0,0.0517609,0.0240119,0.0428659,0.0971929,0.0776416,0.0594105,0.0768418,0,0.0184325,0.0203514,0.0600055,0,0.0484728,0.00903972,0.0241025,0.0469561,0,0,0.0213223,0.0685109,0,0,0.123117,0.10809,0.0439835,0.088944,0.0339369,0.0811902,0.0346441,0.0715485,0.0228293,0.0379138,0,0,0.0478911,0.117889,0.0278003,0.0404814,0.106167,0.110391,0.0735978,0.0626239,0,0.0746824,0,0.0446753,0.0504238,0.0813104,0.149554,0,0.0401547,0.0433462,0.0242888,0.0777631,0.0475069,0.0145357,0.0781841,0,0,0.0964714,0.243132,0,0,0.0913262,0.00838517,0.0258852,0,0.0527234,0.100165,0.0878981,0.0981592,0.0643919,0.0369174,0,0.0591821,0.0825046,0.235665,0.0771009,0.160426,0.183166,0.0720202,0.0615795,0.136583,0.0403357
30,0,0.0641188,0.0695255,0.0212133,0.0649332,0.0432385,0.0571326,0,0.0582019,0,0,0.0587536,0.0292026,0.0441226,0.100986,0.0764124,0.0587343,0.0769696,0,0.0299446,0.0288206,0.0548521,0,0.0466603,0.0170198,0.0322941,0.0443515,0,0,0.029857,0.0766644,0,0,0.0897214,0.0818626,0.0508995,0.100753,0.0395753,0.0905365,0.0463198,0.0849081,0.036121,0.049311,0,0,0.0462144,0.127424,0.0333601,0.0476029,0.0806331,0.0828234,0.0685532,0.0510398,0,0.0794983,0,0.0369765,0.050423,0.0817828,0.184123,0,0.0420095,0.0430136,0.0288144,0.0538979,0.0232494,0.02348,0.0553684,0,0,0.0745961,0,0.172304,0,0.0696394,0.0181645,0.0324473,0,0.0413217,0.0843458,0.0917685,0.0700793,0.0519882,0.0345345,0,0.0483403,0.0641711,0.210926,0.0485585,0.138068,0.147274,0.0890351,0.052554,0.0929081,0.0400902
31,0,0.0717636,0.0412989,0.0311116,0.0636653,0.0425532,0.0642074,0,0.0287888,0,0,0.0634892,0.0343625,0.0493836,0.102144,0.0711875,0.0546247,0.0741433,0,0.0388747,0.0331866,0.0552179,0,0.0530105,0.0224265,0.037268,0.0452857,0,0,0.0370477,0.0823782,0,0,0.0562178,0.0601339,0.0542895,0.110813,0.049699,0.0960425,0.0567974,0.0968231,0.0483944,0.0579814,0,0,0.0482952,0.132902,0.0371198,0.0517288,0.0552039,0.0518845,0.0640655,0.0476383,0,0.0809769,0,0.029246,0.0470069,0.0919202,0.217605,0,0.0390727,0.0420176,0.0315395,0.0491816,0.041323,0.0288434,0.0355254,0,0,0.0538398,0.132158,0.127488,0,0.0460351,0.028972,0.0368233,0,0.0297842,0.0703375,0.092539,0.0260503,0.030231,0.0386406,0,0.0331358,0.0338321,0.164844,0.0257883,0.0958158,0.113999,0.114632,0.0446264,0.0582869,0.0372081
32,0,0.0733433,0.021862,0.0408639,0.0641548,0.0426119,0.0651096,0,0.0301575,0,0,0.0623548,0.0365425,0.0595805,0.0992887,0.0650795,0.0498776,0.0702345,0,0.041697,0.032114,0.063645,0,0.0597777,0.0232961,0.0363598,0.0460282,0,0,0.0403347,0.0825912,0,0,0.0426047,0.0532881,0.0549569,0.11443,0.0552945,0.0952958,0.0611455,0.106558,0.0541176,0.0603776,0,0,0.0498771,0.132109,0.0358664,0.0503108,0.0402705,0.0308606,0.0630549,0.0773898,0,0.0776602,0,0.0254452,0.0390603,0.110058,0.242073,0,0.0316131,0.0378642,0.0304054,0.0884088,0.0663005,0.028556,0.0273666,0,0,0.0368534,0.089785,0.0974376,0,0.0245398,0.0356863,0.0359315,0,0.019524,0.065249,0.0898568,0.0429727,0.0206493,0.0450258,0,0.0352668,0.0350786,0.11798,0.0683811,0.0557995,0.0930564,0.134819,0.0494482,0.0606014,0.0288633
33,0,0.0672816,0.0340915,0.0478829,0.0628455,0.0408513,0.0582417,0,0.0514503,0,0,0.0545451,0.035622,0.0699327,0.091889,0.0569474,0.0431053,0.0640437,0,0.0376659,0.0251047,0.0682789,0,0.063089,0.018912,0.0289877,0.048703,0,0,0.0379938,0.075062,0,0,0.0399856,0.0487755,0.0520415,0.110619,0.0553911,0.0861797,0.0576626,0.111702,0.0521106,0.0547924,0,0,0.0517258,0.1231,0.028347,0.0424038,0.0301555,0.018412,0.0599904,0.105545,0,0.0689446,0,0.0210384,0.026747,0.12662,0.255094,0,0.0188249,0.0293637,0.0245343,0.118674,0.0834044,0.0213634,0.0321212,0,0,0.0251608,0.0674509,0.086212,0,0.0162577,0.0360756,0.0284917,0,0.0156022,0.0733619,0.0819027,0.074491,0.0325229,0.0506496,0,0.0467879,0.0568746,0.0926102,0.101416,0.039133,0.0875351,0.146875,0.057842,0.0704027,0.0173621
34,0,0.0548816,0.0374721,0.0496701,0.0443434,0.035527,0.0458609,0,0.0535242,0,0,0.0422016,0.0352282,0.0658209,0.0845846,0.041803,0.0307259,0.0507604,0,0.0296908,0.0160366,0,0,0.0628023,0.011215,0.0192577,0.0537661,0,0,0.03231,0.0619601,0,0,0.0300608,0.0354432,0.0438215,0.100751,0.0507159,0.0712351,0.0455256,0.112021,0.0434925,0.0429781,0,0,0.0531027,0.110403,0.0199766,0.0334887,0.0148438,0.00614176,0,0.109157,0,0.0600692,0,0.014706,0.0159044,0.119083,0.249473,0,0.00836173,0.0198142,0.0190207,0.123122,0.0827087,0.0141794,0.0331577,0,0,0.0188792,0,0.0933303,0,0.0182745,0.0330508,0.0200532,0,0.0177862,0.0823942,0.0726182,0.0762817,0.0342415,0.0528566,0,0.0459956,0.0587282,0.0873171,0.106074,0.0330744,0.0981944,0.140998,0,0.0613413,0.0116752
35,0,0.0402186,0.0300872,0.0516187,0.012674,0.0329086,0.0328465,0,0.0433362,0,0,0.0301199,0.0401338,0,0.0799483,0.0216248,0.0165829,0.0330884,0,0.021636,0.0105279,0,0,0.0644112,0.0118558,0.0119493,0.0624735,0,0,0.0298833,0.0476204,0,0,0.0128116,0.0157396,0.034388,0.0896678,0.0439888,0.0551781,0.0293001,0.114701,0.0333039,0.0303988,0,0,0.0565878,0.0990922,0.0153956,0.0275908,0.00697367,0.0170367,0,0.0985868,0,0.0538738,0,0.00694025,0.00880014,0.0891435,0.223254,0,0.00376957,0.0167665,0.0195912,0.115152,0.0618436,0.0132126,0.0241624,0,0,0.0121997,0,0,0,0.0154388,0.0328357,0.0154775,0,0.0223732,0.0864204,0.0663494,0.0622435,0.0259233,0.0556343,0,0.0361934,0.0478329,0.0893556,0.0962236,0.0282601,0,0.11257,0,0.0304966,0.00936545
36,0,0.0259453,0.0217666,0.0496106,0.0121187,0.0281837,0.0211801,0,0.032864,0,0,0.0263477,0.041438,0.0531904,0.076268,0.0166448,0.014664,0.02824,0,0.0124045,0.0107858,0.0202159,0,0.0675278,0.0170759,0.00810472,0.0739014,0,0,0.026449,0.0329013,0,0,0.0118019,0.015832,0.0311103,0.0796192,0.0343558,0.0398781,0.016697,0.113023,0.0222606,0.0201335,0,0,0.0649653,0.0857386,0.0115522,0.0222657,0.0176298,0.0257768,0.0247039,0.0862809,0,0.0496005,0,0.00539982,0.003464,0.0760296,0.208693,0,0.00356691,0.0197559,0.0207592,0.106364,0.0486958,0.0123181,0.0224563,0,0,0.0140591,0.159791,0.142638,0,0.021299,0.0296413,0.0111718,0,0.0255946,0.0900721,0.0613755,0.0475535,0.0182132,0.0543688,0,0.0270638,0.0362043,0.0951292,0.0856024,0.0299828,0.152382,0.0980958,0.0631293,0.0176065,0.0107992
37,0,0.0161274,0.018173,0.0473555,0.0095238,0.0238725,0.0163854,0,0.0281719,0,0,0.0304287,0.0414919,0.0518269,0.0738866,0.0202052,0.0165217,0.0314439,0,0.00694705,0.0135186,0.0210853,0,0.0719969,0.020175,0.00875626,0.0829584,0,0,0.0239414,0.0229262,0,0,0.0118155,0.0192213,0.0322912,0.0722045,0.0256373,0.0301387,0.0114386,0.110273,0.0139317,0.0172162,0,0,0.0727041,0.0748636,0.00962853,0.0180749,0.0208726,0.0276678,0.0277737,0.0798955,0,0.0473287,0,0.0081884,0.00437548,0.0777041,0.203436,0,0.00743173,0.0242675,0.0216744,0.10228,0.0395001,0.011319,0.0223174,0,0,0.0169866,0,0.141071,0,0.0264787,0.0259541,0.00915476,0,0.0287967,0.0933712,0.0578854,0.0405479,0.0156113,0.0523896,0,0.0231901,0.0305906,0.0989804,0.0807119,0.0327321,0.15489,0.0952252,0.0625393,0.0136727,0.0129586
38,0,0.0128691,0.0146954,0.0472035,0.00514521,0.0212712,0.0192334,0,0.0238247,0,0,0.0355472,0.041664,0.0492817,0.0728276,0.02363,0.0184414,0.0352131,0,0.00956974,0.0161151,0.0159675,0,0.0785787,0.0225026,0.0101365,0.0892316,0,0,0.0240759,0.018717,0,0,0.00974874,0.0200509,0.0349406,0.0683867,0.0199592,0.0265975,0.0140156,0.109466,0.0133949,0.0212495,0,0,0.0779129,0.0691484,0.00961607,0.0164795,0.0206895,0.0262685,0.0235057,0.074378,0,0.0468742,0,0.00917905,0.0066728,0.0812601,0.200334,0,0.00988253,0.0274258,0.0213629,0.0993029,0.0321026,0.0103543,0.0241225,0,0,0.022397,0.138175,0.130767,0,0.0316516,0.0242344,0.0103476,0,0.0310676,0.0945587,0.0565964,0.0352588,0.0125714,0.0510647,0,0.0194533,0.0256254,0.102253,0.0768711,0.0366371,0.148206,0.0958029,0.0550617,0.0112673,0.0143953
39,0,0.0113666,0.00975117,0.0479688,0.000736625,0.0202502,0.021302,0,0.0174759,0,0,0.0364164,0.0409524,0.0497702,0.072681,0.0239246,0.0186146,0.0357555,0,0.0134445,0.0186817,0.0139839,0,0.0851673,0.0257793,0.0115135,0.0915045,0,0,0.0245098,0.0146189,0,0,0.00792011,0.0191483,0.0359168,0.0671104,0.0158803,0.0233073,0.0180923,0.109567,0.0161931,0.0252055,0,0,0.0796671,0.0661631,0.0094295,0.0172369,0.0192936,0.0243375,0.0181562,0.0672126,0,0.0474021,0,0.00931014,0.00717018,0.0848148,0.199085,0,0.011224,0.0294268,0.0203766,0.0956205,0.0295552,0.00962863,0.028301,0,0,0.0286474,0.126596,0.125089,0,0.036634,0.023648,0.0118953,0,0.0315458,0.0938183,0.0571215,0.0290916,0.00739762,0.0503521,0,0.0136532,0.0187439,0.106848,0.0718413,0.0430331,0.142999,0.0986355,0.0497272,0.0115365,0.0158926
40,0,0.0103209,0.00688844,0.0456261,0.00502335,0.017536,0.0218161,0,0.0117025,0,0,0.0344536,0.0383315,0.0485091,0.0730312,0.0232932,0.0180473,0.0349754,0,0.0171564,0.0211843,0.0142146,0,0.0885634,0.0300136,0.0134214,0.0912609,0,0,0.0225698,0.0092635,0,0,0.00872321,0.018786,0.0345637,0.0653776,0.0132501,0.019435,0.0224722,0.106674,0.0192879,0.0279525,0,0,0.0793883,0.0644896,0.0081205,0.0178249,0.0208121,0.0254878,0.0172644,0.0603004,0,0.0481965,0,0.0112795,0.00773493,0.0853887,0.199626,0,0.0134157,0.0322075,0.019786,0.0919818,0.0314573,0.00919993,0.0327113,0,0,0.0343612,0.123318,0.124459,0,0.0400221,0.0215466,0.0123566,0,0.0320031,0.0936301,0.0572973,0.024048,0.00541525,0.0482528,0,0.00770096,0.012179,0.112089,0.0670171,0.0493694,0.140762,0.103026,0.0466061,0.00910308,0.0172057
41,0,0.0102238,0.0105616,0.0406666,0.0107779,0.0120371,0.0217873,0,0.00900271,0,0,0.0331271,0.0336863,0.0457113,0.0731701,0.0217285,0.0173107,0.0324943,0,0.0191149,0.0223873,0.015732,0,0.0880609,0.0336233,0.0148547,0.0910809,0,0,0.0180339,0.00733486,0,0,0.0130147,0.0202409,0.030836,0.0624832,0.0143737,0.0175397,0.0254847,0.100224,0.0214379,0.0289267,0,0,0.0792563,0.0642475,0.005274,0.0170585,0.0249516,0.0297404,0.021811,0.0554628,0,0.0485387,0,0.014361,0.00962131,0.0815244,0.199562,0,0.0170951,0.0355791,0.0195777,0.086898,0.0334982,0.00921232,0.0370156,0,0,0.040339,0.125223,0.12699,0,0.0430815,0.016889,0.0126347,0,0.0349952,0.0961343,0.0553226,0.0187607,0.0107662,0.0449552,0,0.00421763,0.0084809,0.118311,0.0616795,0.0537913,0.141322,0.105641,0.0461863,0.00907578,0.0179547
42,0,0.00741627,0.015931,0.036183,0.0168837,0.00807125,0.0179114,0,0.0113403,0,0,0.0290746,0.0297072,0.0433467,0.0739272,0.0215295,0.0175652,0.0313695,0,0.0184271,0.0217319,0.0187241,0,0.0872036,0.0349608,0.0157105,0.08821,0,0,0.0140978,0.00934637,0,0,0.0173619,0.0236157,0.0276356,0.0599599,0.0164159,0.016982,0.024718,0.0938045,0.0198103,0.026049,0,0,0.077041,0.0653723,0.0035833,0.016003,0.0297295,0.0340019,0.0275369,0.0549915,0,0.0492593,0,0.0166763,0.0121956,0.0767125,0.199648,0,0.0204717,0.0374017,0.0199363,0.082563,0.0330592,0.00937415,0.0418302,0,0,0.0468614,0.125723,0.128204,0,0.0465459,0.0122387,0.0129988,0,0.0396341,0.0996475,0.0523313,0.0146959,0.0162822,0.0428108,0,0.00813278,0.0108979,0.122408,0.0580044,0.0549798,0.141326,0.1061,0.0473439,0.0100123,0.0191323
43,0,0.00554221,0.020111,0.0326361,0.0219206,0.00758818,0.0112817,0,0.0142371,0,0,0.0233705,0.0264449,0.041798,0.0749794,0.0213237,0.0171078,0.0308198,0,0.0164515,0.0205564,0.0216706,0,0.0873686,0.0348966,0.016855,0.0833946,0,0,0.010851,0.0161735,0,0,0.019827,0.0268691,0.0247337,0.0587589,0.018526,0.0200227,0.0213181,0.0887668,0.0151262,0.0208088,0,0,0.0735593,0.0677909,0.00433916,0.0160602,0.0327766,0.0361412,0.0318282,0.0554543,0,0.0500188,0,0.0180648,0.0140524,0.0734439,0.200636,0,0.0222854,0.0375182,0.0209827,0.0785028,0.0311496,0.00964579,0.0467093,0,0,0.0531962,0.123517,0.127188,0,0.0499408,0.00838465,0.0127783,0,0.0435655,0.10221,0.0501162,0.0116477,0.0202922,0.0419254,0,0.0121288,0.0140936,0.126161,0.0547492,0.056386,0.139713,0.105746,0.0481888,0.010578,0.0205701
44,0,0.00724915,0.021478,0.0290875,0.0255229,0.00847259,0.00832588,0,0.0149158,0,0,0.0216814,0.0235403,0.0402825,0.0760725,0.0206614,0.0156163,0.0302583,0,0.016286,0.0207935,0.0236561,0,0.0887136,0.0353899,0.0185175,0.0818937,0,0,0.00753411,0.0194372,0,0,0.0206399,0.0287004,0.0217407,0.0586148,0.0197815,0.0214193,0.0199546,0.0850327,0.0125167,0.0187949,0,0,0.0728925,0.0681384,0.00635202,0.0176027,0.0338665,0.0364977,0.0345831,0.0535276,0,0.0507666,0,0.0183189,0.014156,0.0719764,0.20329,0,0.0220738,0.0368888,0.0218588,0.0759401,0.0291794,0.00914905,0.0515572,0,0,0.0588632,0.119363,0.124037,0,0.0527982,0.00540873,0.0112827,0,0.0456459,0.102387,0.049833,0.0117231,0.0217715,0.041705,0,0.0130832,0.0146677,0.129493,0.051965,0.0596765,0.136254,0.106312,0.0479731,0.0106322,0.0222937
45,0,0.00871437,0.0206549,0.0253277,0.0283664,0.00988587,0.00681802,0,0.0139899,0,0,0.0211693,0.0208079,0.0391934,0.077455,0.019867,0.0137787,0.0297302,0,0.0157174,0.0209056,0.0257494,0,0.0907057,0.0356245,0.0194659,0.0812976,0,0,0.00418267,0.0209392,0,0,0.0211098,0.0298482,0.0187625,0.0595364,0.0204832,0.0221154,0.0186049,0.0819002,0.010258,0.0176046,0,0,0.0727147,0.0684674,0.0088402,0.0199045,0.0345844,0.0364929,0.036794,0.0503228,0,0.0519388,0,0.0181729,0.0134938,0.0713605,0.207145,0,0.0211506,0.0351171,0.0220046,0.0766488,0.0273168,0.00783385,0.0572201,0,0,0.0648185,0.114103,0.119397,0,0.0561368,0.00326771,0.00909501,0,0.0466964,0.100986,0.0507397,0.0155566,0.0215677,0.0420395,0,0.0118023,0.0131968,0.130405,0.0515579,0.0624292,0.131526,0.107644,0.0479127,0.0108626,0.0246289
46,0,0.00968699,0.0188676,0.0224461,0.0295055,0.0112995,0.00572571,0,0.0121391,0,0,0.0221873,0.0195103,0.0380479,0.0791,0.0196811,0.0123521,0.029751,0,0.0146448,0.0205434,0.0267692,0,0.0931419,0.0353563,0.0201225,0.082058,0,0,0.00167975,0.0215704,0,0,0.0216726,0.0310946,0.0164584,0.0608078,0.021696,0.0212605,0.016867,0.079965,0.00772663,0.0164671,0,0,0.0737575,0.0677731,0.0113167,0.0217062,0.0352216,0.036325,0.0374609,0.0505004,0,0.053516,0,0.0171045,0.0133019,0.0721736,0.21086,0,0.0203694,0.0329476,0.0224121,0.0786935,0.0256446,0.00636244,0.0644801,0,0,0.0719859,0.109624,0.115141,0,0.0611215,0.00294142,0.00742128,0,0.0472114,0.0995208,0.0515098,0.0176999,0.0201316,0.0438194,0,0.00975888,0.011083,0.128016,0.0527091,0.0614847,0.12702,0.109132,0.0472094,0.0116749,0.0284544
47,0,0.0111903,0.0178632,0.0208371,0.0292295,0.0121708,0.00664129,0,0.0102639,0,0,0.0243274,0.0194118,0.0364864,0.0806591,0.0195822,0.0113194,0.0294007,0,0.0151877,0.0209366,0.0260126,0,0.0958001,0.0358953,0.0214946,0.084053,0,0,0.00201734,0.0219049,0,0,0.0210844,0.0314377,0.0144212,0.061865,0.0229365,0.019,0.0171161,0.0793982,0.00722956,0.0169902,0,0,0.0760344,0.0654688,0.0134545,0.0231438,0.0345462,0.0352532,0.0362869,0.0536534,0,0.0550003,0,0.0150665,0.0135948,0.0745525,0.213063,0,0.0195831,0.0314306,0.0234191,0.079394,0.0246475,0.00523596,0.0713295,0,0,0.0785738,0.107099,0.113002,0,0.0663044,0.00380012,0.00647094,0,0.0472139,0.0984095,0.052087,0.0168851,0.0185952,0.0464203,0,0.00847552,0.00973122,0.125011,0.053079,0.0586249,0.124257,0.109943,0.044825,0.0108404,0.0327213
